Event Name,Start Date/Time,End Date/Time,Event Location,Latitude,Longitude
Soccer - Non Regulation,2024-07-29T18:00:00.000,2024-07-29T20:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Basketball,2024-07-30T08:00:00.000,2024-07-30T20:00:00.000,St Nicholas Park: Arlington Edinboro Playground-Basketball-01,40.8172902,-73.94903635052356
Upper Terrace Yoga,2024-07-30T10:00:00.000,2024-07-30T11:00:00.000,Bryant Park: Upper Terrace,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-30T10:00:00.000,2024-07-30T15:30:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Books For Broadway,2024-07-30T12:30:00.000,2024-07-30T13:30:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-29T18:00:00.000,2024-07-29T22:00:00.000,"James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Celebration,2024-07-29T12:30:00.000,2024-07-29T13:30:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-30T08:00:00.000,2024-07-30T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Baseball - 12 and Under (Little League),2024-07-30T08:00:00.000,2024-07-30T21:00:00.000,"James J Walker Park: Softball-01 ,James J Walker Park: Softball-01",40.72974205,-74.00630704669005
Movie Nights,2024-07-29T16:00:00.000,2024-07-29T23:00:00.000,Bryant Park: Lawn,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-30T09:00:00.000,2024-07-30T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
StoryTime,2024-07-30T10:30:00.000,2024-07-30T11:30:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-30T09:00:00.000,2024-07-30T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Baseball - 12 and Under (Little League),2024-07-30T09:00:00.000,2024-07-30T17:00:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-29T20:30:00.000,2024-07-29T23:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Celebration,2024-07-31T11:00:00.000,2024-07-31T12:00:00.000,Bryant Park: Le Carrousel,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-08-01T10:00:00.000,2024-08-01T15:30:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Non-Fiction,2024-07-31T19:00:00.000,2024-07-31T20:30:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-30T17:30:00.000,2024-07-30T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-31T08:00:00.000,2024-07-31T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-31T08:00:00.000,2024-07-31T20:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Baseball - 12 and Under (Little League),2024-07-31T09:00:00.000,2024-07-31T17:00:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-31T10:00:00.000,2024-07-31T15:30:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Soccer - Non Regulation,2024-07-31T09:00:00.000,2024-07-31T23:00:00.000,"James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Live After Dark,2024-07-30T20:00:00.000,2024-07-30T21:30:00.000,Bryant Park: SW Porch,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-30T18:00:00.000,2024-07-30T20:00:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Soccer - Non Regulation,2024-07-31T14:30:00.000,2024-07-31T17:00:00.000,"James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-08-01T08:00:00.000,2024-08-01T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-08-01T08:00:00.000,2024-08-01T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-31T09:00:00.000,2024-07-31T13:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-31T09:00:00.000,2024-07-31T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-08-01T09:00:00.000,2024-08-01T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
